mapName,mapLocation,mapAccessible,mapVisited,encounterRate,cellName,cellLocation,accessible,visited,firstVisit,visitNumber,draw,gridDescNumber,gridDescription,look,userValueGridDescL2,gridDescriptionLevel2,gridItemsLevel2,deeperLook,regexDeeperLookItems,digItems,secondLook,gridItems,Gateway,newMap,newLocation,torchVisible,cave,boatUpperDeck,boatMiddleDeck,boatLowerDeck,ellondite,shop
rifton,0,TRUE,FALSE,0,walking along a cobbled path.,14,TRUE,FALSE,FALSE,0,FALSE,0,To the North is the Lab. To the West is the Library. To the East is a small cottage. To the South is a cobbled path.,You seem to be at the highest point in the village - aside from the canyon walls towering above you to your north. When you look directly south you can see the cliff walls decline and merge with the lowlands. Far in the distance you can just about see a glimpse of the ocean.,,,,canyon_Stratified rock extends towards the ocean on both sides of the canyon.:ocean_What a lovely shade of blue.:lowlands_You can see a forest and further down is a beach.,canyon:ocean:lowlands,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,in your House,15,TRUE,FALSE,FALSE,0,FALSE,0,To the West is a path. To the South is Dr Tanaka's house.,Your computer is flashing with biological research. The walls are lined with shelves of books from your studies. Your room-mate - Vanya - is reading a newspaper at the kitchen table.,books:book,You browse through your collection to see if there might be anything useful.,Rapid evolutionary radiations throughout history,shelves_Dozens of books on biology and natural science are organised neatly - just as you left them.:newspaper_The newspaper is open on an article about the energy market. The headline reads 'Is BioFuel the future of Terethia's energy needs?',shelves:newspaper,,FALSE,apple,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,16,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,17,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,18,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,19,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,20,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,inside the weapons shop,21,TRUE,FALSE,FALSE,0,FALSE,0,To the South is a path.,"Inside the shop the wooden walls are covered with weapons in all shapes and sizes. Some look purely ornamental while others look potentially lethal. A young woman is polishing a blade behind a counter towards the back of the shop. [To buy an item type 'take' and then the item]""",rack:weapons rack:weapon rack,A wooden rack is situated near the door.,sword:axe:spear:bow:mace:shield,weapons_A selection of ornamental weapons from the Thian era with their distinctive red lacquered hilts is on display in the centre of the shop.,weapons,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
rifton,0,TRUE,FALSE,0,,22,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,23,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,outside a small cottage,24,TRUE,FALSE,FALSE,0,FALSE,0,To the North is a path. To the East is Dr.Tanaka's House. To the South is the Town Square.,The cottage looks old and has a thatched roof. An apple tree is growing by the front entrance. The cottage overlooks Rifton lake to the west - which extends out towards a cliff face in the distance. The door to the cottage does not appear to be locked.,door:open:knock:inside:in:enter,You open the door. Inside is a quaintly decorated room. Photographs of Rifton and various people from decades ago cover the walls. An elderly woman is knitting in a corner.,,cat_You look around the corner and see a fairly large cat lounging in the sunlight:stroke_You stroke the cat which rolls over onto its back and purrs:outside_You walk outside the cottage.:tree_It's the sort of tree you would have loved to have climbed as a child.:lake_The lake looks so calm. This must be why the cottage is situated here.:cliff_The village is surrounded by steep Sandstone cliffs that make up the canyon.,cat:stroke:outside:tree:lake:cliff,,FALSE,apple:apple:apple,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,outside Dr.Tanaka's house,25,TRUE,FALSE,FALSE,0,FALSE,0,To the North is your house. To the West is a small cottage. To the South is an allotment.,The house is painted pale terracotta and is surrounded by small shrubs. The front door is locked.,,,,yellow flowers_The flowers are unlike those grown locally. Someone must have spent a lot of time caring for them.:shrub_Ouch! It's prickly.,yellow flowers:shrub,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,26,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,27,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,28,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,29,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,inside the local Rifton shop,30,TRUE,FALSE,FALSE,0,FALSE,0,To the East is a path.,The shop is quite small and sells groceries and clothes. A shopkeeper is chatting with a customer near the till. [To buy an item type 'take' and then the item],items:stock:merch:groceries:clothes:sell,The shop has a few items which look they could be useful.,cotton vest:oats:dried fish,customer_One customer is flirting fairly obviously with the shopkeeper who seems to be enjoying it.:till_A voice of reason tells you to stay away from this.,customer:till,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
rifton,0,TRUE,FALSE,0,walking along an earthy trackway,31,TRUE,FALSE,FALSE,0,FALSE,0,To the North is a Weapons Shop. To the West is a local shop. To the East is a Bridge.,To your south you can see the canyon drop off steeply towards the sea. There is a forest sloping down as the landscape shallows.,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,on top of a wooden bridge,32,TRUE,FALSE,FALSE,0,FALSE,0,To the West is a path. To the East is a path.,The bridge is surrounded by bushes with twigs littering the ground. The view to the north is of the lake that Rifton is built around. A waterfall falls from over the top of the canyon in the distance. To the south the lake continues before it reaches another waterfall descending through Rifton forest.,,,,bridge_The bridge is made from wooden planks and is beginning to rot in places along the railings.:twig_You throw a twig into the water over the northern side of the bridge then turn to watch it float past on the southern side. You watch it fall over the waterfall further south:bushes_They look very prickly.:bush_They look very prickly.:jump_You feel a sudden urge to jump in the lake and ... *splash!* ... well now you're all wet.:lake_The lake looks enticingly cool:waterfall_You are on a plateau between two waterfalls - one to the north and one to the south. Is that something behind the waterfall to the north?:canyon_Stratified rock extends towards the ocean on both sides of the canyon.,bridge:twig:bush:bushes:jump:lake:waterfall:canyon,,FALSE,stick,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,walking through a small alleyway,33,TRUE,FALSE,FALSE,0,FALSE,0,To the West is a Bridge. To the East is the Town Square. To the South is the West Park.,Small houses and fences create the alley either side of you.,,,,house_There are rows of quaint cottages that look like they were built a long time ago.:alley_The alley is narrow and littered with leaves. Two streetlamps stand unlit either side of you.:streetlamp_The lamps need to be lit manually - someone must light them every evening.,house:alley:streetlamp,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,in the village square,34,TRUE,FALSE,FALSE,0,FALSE,0,To the North is a path. To the East is an allotment. To the West is a path. To the South is the East Park.,You are standing in a paved courtyard surrounded by houses and green spaces. A small fountain is in the centre of the paved area. A young man and woman are sitting on a bench next to it.,,,,fountain_The fountain appears to be solar powered. There are several coins in the basin.,fountain,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,next to an allotment,35,TRUE,FALSE,FALSE,0,FALSE,0,To the North is Dr Tanaka's House. To the West is the Town Square.,There are several plots of land that look like plants grew on them once.,,,,plot_There are several plots of soil with numbered signs in front. It looks like most people in the village use this allotment,plot,carrot:onion:potato:beans,FALSE,tiny parsnip,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,36,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,37,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,38,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,39,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,40,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,41,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,42,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,the west park,43,TRUE,FALSE,FALSE,0,FALSE,0,To the North is a path. To the East is the East Park.,A wooden hut is set up underneath the shade of a tree. A drinks vendor is standing inside preparing drinks.,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,the east park,44,TRUE,FALSE,FALSE,0,FALSE,0,To the North is the Town Square. To the West is the West Park. To the South is a Viewpoint.,This side of the park is covered with large trees - creating a leafy canopy overhead that casts a green light on the area. One of the trees looks like it would be easy to climb if you were so inclined.,treehouse,The treehouse looks as though it hasn't been touched in years. The walls are rotting in places and there are signs that animals have nested here previously.,key:treehouse paper,climb tree_You walk over to the tree and begin climbing up the base of it. You feel a sense of adventure rush through you. Could you reach that branch just above you?:branch_You made it! You're already so high above the ground but you think you could make it above the canopy if you could just reach that protruding piece of bark...:reach_You made it! You're already so high above the ground but you think you could make it above the canopy if you could just reach that protruding piece of bark...:bark_You use the bark to grab on to and pull yourself up through the leaves of the canopy. You feel a sudden rush of wind past your face as you emerge above the trees. The view from this point is incredible; the canyon walls either side of you and the waterfall to your north and the ocean to the south and... a treehouse next to you?:treehouse_Just below the upper leaves of the tree you see a precariously-placed treehouse. You look inside and on a small table is a key and a piece of paper.,climb tree:canopy:branch:reach:bark:treehouse,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,45,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,46,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,47,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,48,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,49,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,50,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,51,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,52,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,53,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,the viewpoint,54,FALSE,FALSE,FALSE,0,FALSE,0,To the North is the East Park. To the South is Rifton Forest.,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,55,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,56,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,57,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,58,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,59,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,60,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,61,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,62,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,63,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,64,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,TRUE,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,65,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,66,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,67,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,68,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,69,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,70,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,71,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,72,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,73,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,74,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,75,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,76,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,77,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,78,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,79,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,80,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,81,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,82,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,83,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,84,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,85,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,86,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,87,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,88,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,89,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,90,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,91,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,92,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,93,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,94,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,95,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rifton,0,TRUE,FALSE,0,,96,FALSE,FALSE,FALSE,0,FALSE,0,,,,,,,,,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
